ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
4020,retained,85,68,453,2337,319,15,4783.1,1504.5,13,12,iPhone
4021,retained,7,7,89,2896,175,79,5006.2,440.6,1,1,iPhone
4022,retained,83,71,122,2014,22,0,8001.5,3480.4,19,13,iPhone
4023,retained,88,71,152,2585,39,9,1833.4,578.3,29,24,iPhone
4024,retained,133,107,228,352,0,0,2985.7,1289.5,31,22,iPhone
4025,retained,16,16,149,118,24,0,8777.9,4457.6,20,17,iPhone
4026,retained,92,74,135,1242,214,2,3134.1,1200.0,1,0,iPhone
4027,retained,128,102,309,2955,81,38,5310.7,2791.3,27,26,iPhone
4028,retained,18,15,67,2654,2,8,1961.2,771.1,7,3,Android
4029,churned,68,55,178,2016,166,13,4832.5,2342.7,14,10,Android
4030,retained,76,61,88,3095,317,62,4141.8,2271.6,2,0,Android
4031,retained,9,9,109,2729,694,34,3753.4,2362.8,28,19,Android
4032,retained,30,24,30,1378,48,0,1921.2,1504.1,8,8,iPhone
4033,retained,39,33,241,1978,43,16,10145.1,1779.8,12,9,Android
4034,retained,213,173,351,187,32,8,9398.8,2721.6,25,16,iPhone
4035,retained,133,107,199,786,0,64,5034.4,2795.8,22,17,Android
4036,churned,57,45,303,427,64,3,5173.5,1690.5,6,6,Android
4037,churned,46,46,242,514,30,3,3824.8,1443.4,2,2,iPhone
4038,churned,123,105,158,3149,75,127,3922.3,2413.0,1,0,iPhone
4039,retained,21,21,49,2189,0,3,1922.4,1151.8,5,5,Android
4040,retained,33,26,48,511,21,0,2766.8,716.0,8,8,iPhone
4041,retained,17,16,116,1562,159,10,2963.9,1832.2,26,21,iPhone
4042,churned,187,165,227,2986,574,12,12606.4,723.0,9,5,Android
4043,retained,9,8,93,1093,39,37,2533.9,1017.1,29,23,iPhone
4044,retained,18,18,24,2304,385,0,1652.3,917.0,5,5,iPhone
4045,retained,31,31,49,931,0,14,4311.5,1260.9,7,6,iPhone
4046,churned,3,3,10,1063,492,0,4358.5,2075.0,13,11,iPhone
4047,retained,211,169,296,3126,0,0,2957.1,1480.7,27,19,iPhone
4048,retained,2,1,61,358,30,18,2526.1,1568.8,24,22,iPhone
4049,retained,123,99,295,1327,0,0,2133.1,371.8,27,22,iPhone
4050,retained,2,2,159,147,0,0,6307.1,4091.7,30,26,iPhone
4051,retained,118,95,277,858,266,94,6974.9,2221.3,26,22,iPhone
4052,churned,28,23,152,1129,95,0,2022.2,961.7,8,3,iPhone
4053,retained,14,12,99,52,0,7,5260.0,2641.4,28,23,Android
4055,retained,7,7,42,361,66,0,5570.2,4031.0,6,6,Android
4056,churned,80,65,211,701,7,0,5902.5,2919.4,6,2,Android
4057,retained,395,316,441,3087,267,15,2365.3,390.3,22,14,iPhone
4058,retained,65,53,233,30,109,0,5018.4,3367.9,30,27,iPhone
4059,retained,118,94,124,783,83,17,2854.2,1211.6,19,18,Android
4060,retained,34,34,78,1006,0,0,2157.4,621.9,6,6,Android
4061,churned,129,104,217,637,61,0,4304.4,3146.7,18,13,iPhone
4062,churned,100,81,195,361,144,190,3474.5,2360.3,10,4,iPhone
4063,retained,46,38,48,2003,0,49,8421.5,6776.3,12,5,Android
4064,churned,53,45,242,2116,0,164,3075.2,2273.8,0,0,iPhone
4065,retained,93,76,94,973,15,26,1912.9,372.4,23,14,Android
4066,retained,136,111,550,1842,0,10,1208.5,341.9,12,9,Android
4067,retained,28,23,36,3470,51,0,2359.9,1851.0,25,23,iPhone
4068,retained,105,84,255,2945,32,35,8071.8,5339.3,29,25,Android
4069,churned,95,76,642,3430,104,0,1948.8,788.6,4,4,iPhone
4070,retained,6,5,111,2761,452,114,2690.9,486.9,5,3,Android
4071,churned,155,124,254,743,94,0,5112.4,1412.8,2,2,iPhone
4072,churned,40,32,185,3072,148,0,4440.1,500.6,1,0,Android
4073,retained,182,150,218,648,61,25,2557.8,987.6,27,22,iPhone
4074,retained,33,29,64,752,403,0,2666.6,932.2,19,19,iPhone
4075,retained,204,164,208,2757,129,0,1271.0,220.9,8,8,Android
4076,retained,27,27,211,3054,67,31,9310.0,7193.8,19,18,iPhone
4077,retained,7,6,83,2363,70,0,3704.2,2334.6,4,0,iPhone
4078,retained,22,20,105,506,118,29,6887.5,4828.2,24,20,iPhone
4079,retained,91,91,202,1287,286,60,2839.7,2349.8,2,2,iPhone
4080,retained,43,36,130,1292,193,0,5447.1,1056.2,26,24,iPhone
4081,retained,65,63,78,2784,132,43,6506.0,2501.4,23,16,Android
4082,retained,473,422,798,840,314,95,1527.9,1203.7,13,13,Android
4083,retained,8,6,68,387,234,14,1266.8,774.7,28,22,Android
4084,retained,5,4,9,3484,35,66,2033.8,456.6,25,22,iPhone
4085,retained,103,83,146,419,163,0,5491.7,1157.8,12,10,iPhone
4086,churned,28,28,154,591,93,0,1974.7,1348.1,22,21,iPhone
4087,retained,305,247,347,1206,270,0,7415.4,5854.0,13,13,iPhone
4088,retained,39,34,133,2493,54,0,2391.3,1319.7,30,28,iPhone
4089,retained,36,29,141,2998,95,93,5672.7,917.0,25,20,iPhone
4090,churned,100,84,108,648,189,89,1108.2,518.5,5,5,iPhone
4091,churned,138,111,289,1236,4,43,4653.0,1568.6,3,3,Android
4092,retained,89,72,355,714,92,36,2140.3,1352.2,29,23,iPhone
4093,retained,14,14,34,601,220,0,2553.3,963.7,20,19,iPhone
4094,retained,62,50,88,2174,184,0,3399.4,391.4,6,6,iPhone
4095,churned,59,47,138,422,182,4,3379.4,1782.7,27,26,iPhone
4096,retained,69,55,155,3382,0,50,2407.1,417.1,13,13,iPhone
4097,retained,184,149,231,1925,179,5,7978.0,1230.1,26,20,iPhone
4098,retained,73,59,127,1232,0,103,1242.5,850.2,13,13,iPhone
4099,retained,56,45,148,3198,7,0,3226.9,485.9,28,26,iPhone
4100,retained,66,54,178,2645,67,16,3902.2,2307.5,18,18,iPhone
4101,retained,34,34,76,3222,125,0,2934.6,1290.4,15,13,Android
4102,retained,50,42,78,2427,29,37,2664.5,2132.5,10,6,iPhone
4103,churned,47,40,212,1165,19,6,2007.7,608.9,4,0,iPhone
4105,retained,23,18,45,2177,268,0,3622.5,2030.4,1,0,iPhone
4106,retained,33,26,63,266,0,32,2662.6,1085.2,25,21,iPhone
4107,retained,45,38,152,1391,371,0,436.9,301.4,3,3,Android
4108,churned,73,58,272,1139,403,0,2080.8,440.0,11,11,Android
4109,churned,108,87,293,1223,255,231,808.1,655.3,4,4,iPhone
4110,retained,102,82,200,3345,14,24,3191.8,1405.4,23,17,iPhone
4111,retained,314,255,322,2577,47,0,1697.5,539.6,18,14,Android
4112,retained,106,85,185,2120,0,175,3714.0,1695.3,8,4,iPhone
4113,retained,25,20,50,1014,0,67,1006.8,527.9,25,23,iPhone
4114,churned,59,49,63,2160,172,27,4325.9,1821.8,6,1,iPhone
4115,retained,31,27,35,1575,133,0,1653.6,1370.4,21,15,iPhone
4116,retained,45,45,112,2127,0,5,1174.6,817.9,8,4,iPhone
4117,retained,41,33,105,2140,38,26,1948.2,1400.8,23,14,iPhone
4119,retained,33,27,349,2018,3,86,3152.9,361.9,13,12,Android
4120,churned,75,61,210,2196,0,23,1509.9,1124.1,11,11,iPhone
4121,retained,40,32,137,532,62,0,5817.4,866.5,6,1,Android
4122,retained,13,13,51,1852,286,0,3419.7,1368.4,29,20,iPhone
4123,retained,489,391,505,385,15,53,7363.3,3418.3,2,2,iPhone
4124,retained,6,5,118,455,34,204,8757.1,4355.4,27,19,iPhone
4125,retained,69,65,370,2137,132,39,5301.5,1804.9,12,11,Android
4126,churned,90,72,181,1590,0,155,3831.4,2795.2,1,0,iPhone
4127,retained,72,58,82,3357,51,124,4453.3,1484.1,8,6,iPhone
4128,retained,132,105,313,1767,0,0,4344.7,755.8,18,13,iPhone
4129,retained,62,50,92,1606,228,125,3054.9,1672.3,18,17,Android
4130,retained,74,60,85,2470,32,52,1419.2,1171.6,2,0,iPhone
4131,retained,9,7,132,1486,176,80,2590.5,1872.7,6,6,iPhone
4133,retained,40,32,60,393,486,51,1147.2,893.7,19,16,iPhone
4134,retained,21,21,311,903,35,0,1529.9,733.0,23,23,iPhone
4135,retained,51,41,222,3013,0,118,4773.8,1186.6,4,0,Android
4136,retained,21,21,216,2051,3,0,744.7,382.1,7,7,iPhone
4137,retained,25,21,76,151,118,0,6709.8,907.8,7,2,Android
4138,retained,43,35,56,397,86,0,3978.6,1192.3,25,18,Android
4139,churned,6,6,13,3238,172,56,1278.9,960.9,5,5,iPhone
4140,retained,96,77,409,189,71,135,3560.8,1553.2,21,17,Android
4141,retained,108,88,160,90,216,36,9046.4,5160.7,17,10,iPhone
4142,retained,20,17,290,106,229,0,5243.6,3946.2,24,20,Android
4143,churned,253,206,260,1678,51,3,5112.8,2703.2,6,6,Android
4144,retained,49,40,163,3227,230,2,5253.4,1946.5,1,0,iPhone
4145,retained,25,20,62,253,193,103,7067.2,2353.8,17,17,iPhone
4147,retained,63,63,66,2328,159,0,3456.3,1968.7,28,24,Android
4148,retained,27,27,283,2093,14,73,2402.9,1796.9,15,8,iPhone
4149,retained,42,35,176,44,508,41,8368.6,3912.7,30,27,iPhone
4150,retained,22,18,394,2130,410,45,1893.0,984.3,16,13,Android
4151,retained,19,17,354,1706,0,99,2123.4,967.7,20,12,Android
4152,retained,120,96,461,469,90,22,3143.6,1719.2,18,18,iPhone
4153,retained,27,22,48,2979,0,52,4666.8,2105.5,5,1,iPhone
4154,retained,62,50,90,257,81,91,1424.9,961.3,2,2,iPhone
4155,retained,51,41,53,2531,0,26,2171.0,1382.7,24,14,iPhone
4156,churned,85,70,153,3227,0,0,1539.3,444.0,7,7,Android
4157,churned,13,11,34,2383,108,0,9062.0,1827.0,1,1,iPhone
4158,retained,129,104,146,2710,0,0,2000.3,1361.7,30,21,Android
4159,retained,69,56,106,1096,35,59,12585.3,5587.6,1,1,Android
4160,retained,209,169,295,2594,301,0,2067.8,1380.2,0,0,iPhone
4161,retained,169,139,308,1637,62,7,3344.1,2344.2,26,24,iPhone
4162,retained,47,37,95,2035,0,14,1848.1,639.6,15,13,iPhone
4163,retained,2,2,21,2032,0,0,2683.4,1693.6,16,15,iPhone
4164,retained,57,53,124,3224,131,0,1449.0,475.3,3,0,iPhone
4165,churned,38,31,89,2427,0,17,5573.3,1034.8,12,7,iPhone
4166,retained,34,29,156,635,185,0,2482.7,605.4,23,23,Android
4167,retained,218,175,283,627,20,46,2880.7,698.2,7,7,iPhone
4168,retained,3,3,25,2177,30,22,6116.7,2997.4,17,15,iPhone
4169,retained,45,45,109,749,557,0,1331.8,1076.6,19,10,iPhone
4170,churned,24,24,115,1665,166,0,2008.1,1173.5,2,0,Android
4171,retained,130,110,155,1496,21,61,2337.0,1846.7,12,12,iPhone
4172,churned,185,155,618,2757,79,228,5299.1,3541.7,1,1,iPhone
4173,retained,55,49,92,270,22,72,4040.8,2014.5,25,22,Android
4174,churned,19,19,32,526,0,22,4230.3,2027.7,3,3,iPhone
4175,churned,33,31,165,3108,201,0,6304.4,3819.5,2,0,Android
4176,churned,183,147,202,3445,18,0,5464.7,2138.3,2,2,Android
4177,retained,22,22,110,2194,102,45,4014.6,3029.1,29,21,Android
4178,retained,45,37,256,3131,282,31,4054.4,2119.8,9,9,iPhone
4179,churned,81,65,92,1036,148,15,2944.7,912.4,6,2,iPhone
4180,retained,309,247,560,1399,46,0,4144.2,2689.8,19,19,iPhone
4181,retained,84,84,219,2114,0,4,6590.4,5121.4,11,11,Android
4182,retained,83,67,142,1724,16,11,8738.1,2197.5,19,13,Android
4183,retained,39,32,56,2529,34,121,3529.8,584.9,21,16,iPhone
4185,retained,29,23,245,1059,89,0,1821.8,925.6,20,15,Android
4186,retained,0,0,20,1318,0,0,2991.6,2452.0,17,11,Android
4187,retained,81,65,144,298,223,0,2920.0,1654.5,17,17,iPhone
4188,retained,8,8,43,2124,212,2,7577.5,352.5,23,18,Android
4189,retained,57,46,203,1655,125,0,2505.6,236.2,21,13,Android
4190,retained,15,12,94,2798,0,0,9592.8,7127.9,26,17,iPhone
4192,churned,135,108,207,986,138,0,8654.0,2711.0,8,3,iPhone
4193,churned,107,85,122,695,56,11,6967.6,4412.2,1,0,iPhone
4194,retained,138,110,190,2348,0,67,3955.3,3077.2,12,7,Android
4195,retained,104,104,118,2780,210,282,1485.8,837.4,13,11,Android
4196,retained,39,36,434,3009,0,64,5181.6,1501.5,6,6,iPhone
4197,retained,27,25,179,1332,0,4,1528.2,640.4,24,18,iPhone
4198,retained,12,10,15,2236,174,0,6165.1,4819.0,24,16,Android
4199,retained,110,102,135,460,411,0,5222.0,802.2,9,3,iPhone
4200,churned,51,42,90,1557,269,32,4283.9,1673.8,4,2,iPhone
4201,retained,5,5,101,2822,71,0,4299.0,2037.3,30,28,Android
4202,retained,54,43,95,26,0,0,3460.1,306.0,15,14,iPhone
4203,retained,41,41,107,787,0,59,5679.8,2638.0,11,8,Android
4205,retained,12,9,108,2403,158,1,3979.1,1381.3,6,4,iPhone
4206,retained,88,71,255,2720,15,114,3778.5,2815.7,15,14,iPhone
4207,churned,37,32,156,1416,0,0,4255.0,2797.5,18,10,Android
4208,retained,130,105,394,1660,0,0,7594.2,1831.0,12,12,Android
4209,retained,67,67,121,1584,0,4,4312.5,1946.9,15,7,iPhone
4210,retained,3,3,121,3338,317,0,1265.9,947.9,3,2,iPhone
4211,retained,83,68,127,2695,6,0,4090.3,2502.5,28,19,iPhone
4212,retained,27,25,64,2792,5,5,4460.2,239.6,23,14,iPhone
4213,retained,223,178,605,2127,113,0,4351.2,3400.8,9,5,Android
4214,retained,65,52,85,248,215,171,6613.8,1535.2,9,9,iPhone
4216,retained,9,8,286,3495,287,8,2497.9,1380.5,17,12,Android
4217,retained,27,27,247,3315,0,201,2072.1,812.6,28,20,iPhone
4218,retained,24,21,79,2527,0,0,1258.7,259.2,11,6,iPhone
4219,retained,51,41,75,3319,0,0,4428.7,2225.7,25,23,iPhone
4221,churned,47,39,47,1588,59,0,5133.7,2753.8,4,3,Android
4222,retained,7,7,26,1766,0,0,6892.7,2657.6,5,1,iPhone
4223,retained,56,45,125,2623,269,124,2382.4,559.8,27,21,Android
4224,retained,43,35,187,1658,267,0,2974.0,1494.9,23,20,iPhone
4225,retained,43,35,140,1893,215,0,3534.8,952.4,22,18,iPhone
4226,retained,18,18,44,1173,0,0,1470.9,443.6,6,6,iPhone
4227,retained,44,37,68,1871,206,0,913.1,173.4,31,29,iPhone
4228,churned,11,9,112,1635,62,0,2263.5,1209.0,5,1,iPhone
4229,retained,23,21,49,661,108,34,2301.6,1754.6,19,16,iPhone
4230,retained,42,41,79,3235,284,32,7773.0,3572.5,7,3,iPhone
4231,churned,426,341,471,1971,472,0,4183.9,2185.8,29,19,iPhone
4232,churned,64,64,118,2240,40,0,2082.1,1234.4,22,16,iPhone
4233,retained,10,8,64,1685,58,97,1293.0,883.6,21,21,iPhone
4234,retained,153,129,270,2069,240,12,6505.7,717.8,2,1,iPhone
4235,retained,16,16,48,2661,0,0,2515.0,788.0,16,10,iPhone
4236,retained,26,21,32,3031,3,36,1573.0,985.2,9,9,Android
4237,retained,31,31,62,2738,0,17,4015.4,148.2,27,22,iPhone
4238,retained,22,17,131,1976,113,0,1839.9,1181.8,25,16,Android
4239,retained,81,81,204,1956,55,136,2959.1,1984.2,9,9,Android
4240,retained,40,35,99,3361,79,0,5238.8,3336.0,17,15,iPhone
4241,retained,25,20,133,2372,590,0,8016.5,1889.3,25,17,iPhone
4242,churned,9,9,55,2698,0,5,1894.1,44.9,12,11,iPhone
4243,retained,3,3,27,2034,35,0,3973.2,2918.1,28,23,Android
4244,retained,28,28,46,787,11,9,2364.3,1743.5,11,11,iPhone
4245,retained,34,34,61,30,62,8,2884.1,1189.1,29,19,iPhone
4246,churned,10,8,125,3168,0,11,668.5,517.8,8,5,Android
4247,retained,129,105,422,1518,0,1,3375.3,660.1,27,26,Android
4248,retained,4,4,211,999,0,40,6085.1,2914.6,13,11,iPhone
4249,retained,32,26,131,2790,0,20,2658.0,803.0,14,10,Android
4250,churned,137,116,284,1444,70,0,5355.4,1351.9,12,8,iPhone
4251,retained,283,227,287,924,59,51,4516.1,3431.6,15,10,iPhone
4252,retained,20,16,41,644,0,0,2716.7,1592.4,12,11,iPhone
4253,retained,163,132,496,367,181,26,2511.1,1460.4,13,8,Android
4254,retained,101,81,172,1837,94,0,4620.7,1614.4,2,0,Android
4255,retained,106,91,128,1789,54,55,4848.2,3262.8,10,5,Android
4256,retained,54,54,56,648,42,76,3116.1,1373.2,17,15,Android
4257,retained,34,27,65,1028,84,1,2359.8,1229.8,13,13,Android
4258,retained,26,26,60,3024,347,108,867.8,626.0,14,11,iPhone
4259,retained,64,52,128,200,9,24,8033.1,1521.5,16,15,Android
4260,retained,37,37,373,2485,0,0,6586.9,4094.7,3,0,Android
4261,retained,10,8,126,2037,262,0,1862.3,1410.4,21,14,iPhone
4262,retained,14,12,34,2435,9,46,2018.2,1375.8,6,6,Android
4263,retained,136,109,136,3388,164,0,2146.3,914.7,21,19,iPhone
4265,churned,31,31,117,2432,160,85,1999.5,1016.7,14,6,Android
4267,retained,60,49,113,1215,299,0,2176.0,1540.3,17,16,Android
4268,retained,89,72,137,1205,16,0,4473.6,1468.9,24,15,Android
4269,retained,16,13,126,1851,66,17,5625.3,2369.7,22,22,iPhone
4270,retained,311,251,643,1522,0,20,8697.5,1366.7,17,11,iPhone
4271,retained,79,64,163,3249,671,0,5153.4,3009.8,9,9,Android
4273,retained,42,35,158,2914,69,0,3933.1,648.0,5,4,Android
4274,retained,10,8,139,2781,0,0,6649.8,2011.3,25,17,iPhone
4275,retained,44,36,304,255,0,38,13217.8,2952.0,16,12,iPhone
4276,retained,87,70,127,2449,201,0,3994.3,1713.5,26,24,iPhone
4277,retained,442,356,461,1410,526,0,1986.8,1380.8,21,16,iPhone
4278,retained,62,62,243,2619,0,0,4720.6,1194.0,13,8,iPhone
4279,retained,83,67,172,1045,0,46,3008.4,352.2,22,15,iPhone
4280,retained,24,21,67,2575,141,0,844.1,253.3,22,16,iPhone
4281,retained,144,115,205,688,28,72,4878.5,1357.7,20,18,iPhone
4282,churned,58,49,198,3272,9,0,6471.9,4883.7,17,11,iPhone
4283,churned,98,83,124,399,222,2,4271.9,3034.9,2,0,Android
4284,retained,30,26,524,1470,10,4,6493.4,1657.4,14,14,iPhone
4285,retained,58,58,119,2062,26,0,1587.3,803.5,27,19,iPhone
4286,retained,37,32,562,634,29,0,1875.5,721.4,17,14,Android
4288,retained,8,8,150,2453,0,20,3871.2,2864.3,25,16,Android
4290,retained,5,4,24,3372,5,0,2926.8,1231.4,18,18,iPhone
4291,retained,42,34,257,3164,370,0,9095.5,3622.3,11,11,iPhone
4292,retained,34,34,123,2002,19,0,4307.5,2538.9,28,19,Android
4293,retained,40,32,266,1975,62,27,2988.7,2291.1,17,13,Android
4294,retained,106,86,130,2729,30,0,6989.8,4134.6,10,4,iPhone
4295,retained,189,153,197,173,48,0,1322.1,833.2,12,12,iPhone
4296,retained,85,68,259,99,60,0,4930.4,3799.6,9,4,Android
4297,retained,21,17,90,647,141,31,3430.7,1462.8,24,17,iPhone
4299,retained,41,33,200,976,18,0,3839.0,969.5,31,28,iPhone
4300,retained,203,163,370,2940,62,79,791.3,463.2,24,20,iPhone
4301,retained,4,4,133,3054,106,32,3370.7,761.1,10,10,iPhone
4302,retained,65,52,193,2734,16,0,6746.2,2922.8,26,16,iPhone
4304,retained,3,3,159,3012,6,0,8294.7,5810.1,3,0,iPhone
4305,retained,3,3,70,1630,57,0,2868.2,2134.4,11,4,Android
4306,retained,211,170,243,2105,227,2,9156.8,981.9,16,9,iPhone
4307,churned,60,56,158,1548,147,0,2170.6,993.6,9,3,iPhone
4308,retained,59,59,175,3372,164,97,5077.4,4022.6,21,13,Android
4309,retained,10,9,178,1926,60,0,10387.6,6190.6,2,0,Android
4310,retained,40,38,69,212,254,45,2144.3,1461.7,28,25,Android
4311,retained,58,46,107,3275,419,178,3484.2,2254.8,27,19,Android
4312,retained,26,23,32,1328,30,9,3383.8,2062.6,15,12,Android
4313,retained,13,11,28,928,20,93,1212.6,936.9,24,22,iPhone
4314,churned,30,24,69,2256,36,21,2350.7,1544.9,10,9,iPhone
4315,churned,142,114,194,560,37,31,2296.0,1333.4,5,3,Android
4316,retained,35,28,163,2765,194,46,2031.3,1398.2,12,12,Android
4317,retained,21,21,171,3348,0,50,3983.7,2326.8,14,7,iPhone
4318,retained,148,120,160,1558,110,55,3333.5,2049.7,13,6,Android
4319,retained,14,11,49,1493,362,97,5309.3,1470.2,19,18,iPhone
4321,retained,76,62,77,3294,101,29,5618.9,3550.0,27,25,iPhone
4322,retained,54,44,592,3172,99,0,2024.7,1318.4,26,19,Android
4324,retained,61,49,115,3050,32,0,3217.5,1299.6,3,3,iPhone
4325,retained,17,17,28,3296,157,0,2854.3,1465.5,12,10,iPhone
4326,retained,72,71,199,1661,0,56,6240.3,2233.0,24,20,iPhone
4327,retained,122,109,132,2877,0,22,2877.1,934.9,30,27,iPhone
4328,retained,109,88,187,2665,0,78,7730.1,3696.6,5,2,Android
4329,churned,212,175,220,1369,141,0,2870.7,1891.7,7,3,iPhone
4330,retained,3,2,80,3453,33,11,2442.8,1419.0,5,5,Android
4331,retained,52,42,357,1540,96,148,5615.7,911.6,18,14,Android
4332,retained,113,101,399,1251,0,0,8015.4,741.2,29,21,Android
4333,retained,138,111,166,2157,53,0,1489.1,582.0,24,18,iPhone
4334,retained,75,75,93,887,18,0,3145.0,2607.2,16,16,iPhone
4335,retained,184,147,316,2549,83,0,3056.1,328.7,26,23,iPhone
4336,retained,32,32,55,161,19,0,8802.9,6847.0,22,19,iPhone
4337,retained,92,73,93,486,68,67,2552.3,1330.3,27,17,Android
4338,retained,166,157,167,392,18,0,10730.5,3438.0,28,21,Android
4339,retained,68,55,81,1260,200,0,4376.0,594.7,0,0,iPhone
4340,retained,61,51,248,1349,336,163,2946.3,2396.6,28,20,iPhone
4341,retained,131,106,167,187,94,0,1868.5,956.8,17,10,Android
4342,retained,91,74,281,2424,232,0,1636.2,685.6,11,11,iPhone
4343,retained,18,16,154,219,91,0,7478.5,1098.4,17,11,Android
4344,retained,3,3,16,2087,0,0,1700.2,898.5,17,13,iPhone
4346,retained,134,134,185,143,42,0,4613.2,3401.2,7,1,Android
4347,retained,46,37,58,3413,87,15,6632.5,3701.0,13,13,iPhone
4348,retained,24,21,46,276,369,11,1231.5,967.5,27,25,Android
4349,retained,31,25,86,988,238,18,8335.4,4525.2,24,16,iPhone
4350,retained,130,108,211,917,18,0,3741.7,2143.6,2,0,Android
4351,retained,141,135,266,1083,0,0,2903.8,2355.8,16,15,iPhone
4352,retained,41,33,195,1561,186,18,1889.8,65.4,15,8,Android
4353,retained,125,100,129,856,24,11,1591.7,802.3,13,7,iPhone
4354,churned,2,2,18,2804,43,28,1994.6,1608.2,17,11,Android
4355,retained,29,23,126,832,9,0,974.9,220.3,16,15,Android
4356,retained,7,5,63,2278,309,16,1751.2,1260.2,25,19,iPhone
4357,retained,55,46,133,2178,148,13,2304.3,1634.1,25,20,iPhone
4358,retained,5,5,101,2432,304,0,3273.0,2674.8,23,23,Android
4359,retained,26,21,304,1206,0,0,2259.5,1265.6,21,20,iPhone
4360,retained,8,7,104,2400,6,0,4147.8,734.9,18,11,iPhone
4361,retained,5,4,267,871,37,66,3256.6,2334.9,12,7,Android
4362,churned,0,0,1,1123,166,0,3534.5,977.6,7,7,iPhone
4363,retained,100,80,203,2922,315,28,2427.9,1119.9,25,24,iPhone
4364,retained,19,19,329,653,0,0,2200.9,1740.6,21,19,Android
4365,churned,126,102,234,682,72,0,251.9,163.8,26,18,Android
4366,retained,156,130,252,1796,91,3,2381.4,1136.7,18,17,iPhone
4367,retained,10,8,24,1437,7,0,4036.1,2280.2,31,26,iPhone
4368,churned,67,54,91,2082,0,3,3285.0,2080.9,3,3,iPhone
4369,retained,160,129,223,1668,46,7,1270.2,1048.8,30,23,iPhone
4370,retained,38,32,149,1987,354,125,5531.7,607.9,4,2,Android
4371,retained,137,110,144,3011,20,0,4562.8,2336.8,26,16,Android
4372,retained,84,67,302,2400,0,0,2385.2,1670.5,31,25,Android
4373,retained,70,56,104,961,157,9,7879.6,3904.3,9,4,Android
4374,retained,32,32,50,3230,0,0,4961.5,1590.5,7,2,iPhone
4375,retained,101,81,121,872,168,0,7465.5,1885.0,21,12,Android
4376,retained,91,74,171,2724,82,61,2658.9,1851.7,31,26,Android
4377,retained,50,41,255,2247,54,0,4202.9,2262.8,12,5,iPhone
4378,retained,130,105,350,2627,221,53,2039.7,1397.3,28,23,Android
4379,retained,26,21,148,271,92,0,2265.3,1760.7,29,27,iPhone
4380,retained,21,20,303,2395,0,28,4563.1,2321.1,23,18,Android
4381,retained,85,73,136,2662,0,0,4158.6,2492.9,19,16,iPhone
4382,retained,141,118,218,2674,108,0,1836.5,884.2,23,18,iPhone
4383,retained,105,85,175,2985,0,1,4525.3,1094.0,4,4,iPhone
4384,retained,121,97,152,828,593,76,11708.8,2772.5,22,19,iPhone
4385,retained,140,113,163,2455,236,0,7761.7,4842.0,25,19,Android
4386,churned,220,176,373,738,232,62,423.2,180.8,26,21,Android
4387,retained,109,96,277,2168,94,73,5619.6,1515.9,24,22,iPhone
4388,retained,22,22,190,2275,0,213,2148.4,371.7,20,16,Android
4389,retained,14,13,173,1537,169,131,1445.9,965.3,23,18,iPhone
4391,retained,31,25,253,2079,54,0,5452.6,1208.4,22,20,Android
4392,retained,70,57,128,1684,634,0,11566.1,593.7,12,12,Android
4393,retained,37,30,179,2372,0,0,3399.0,746.0,27,20,iPhone
4394,retained,13,10,102,1154,0,0,3045.3,310.2,2,0,iPhone
4395,retained,31,25,80,3102,208,0,2722.1,2098.6,25,23,iPhone
4396,retained,39,32,84,1352,44,77,2424.8,1844.6,26,20,iPhone
4397,retained,119,96,155,2997,489,0,6858.5,4270.1,30,19,iPhone
4398,retained,121,99,233,2817,0,3,2386.4,1291.8,11,10,iPhone
4399,churned,7,7,30,94,0,15,1799.3,792.8,1,0,Android
4400,retained,215,172,313,2435,108,0,1377.8,617.1,21,18,Android
4401,retained,86,69,254,349,32,88,5407.1,3272.4,24,17,iPhone
4403,retained,170,136,205,1743,78,0,3300.5,2492.1,24,20,iPhone
4404,retained,17,17,84,2217,0,41,3691.1,1975.5,10,8,Android
4405,retained,56,45,265,1040,9,0,2451.2,1549.0,27,21,iPhone
